match_id,season,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpire1,umpire2,winner,result,player_of_match,toss_decision,toss_winner,dl_applied,venue,team_a,team_b,target_overs,target_runs,win_by_runs,win_by_wickets
800,IPL-2013,6,Dharamsala,2013-05-16,RS Mahanama,Nitin Menon,CK Nandan,HDPK Dharmasena,S Ravi,Kings XI Punjab,normal,DA Miller,field,Delhi Daredevils,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,20.0,172,7,0
801,IPL-2013,6,Kolkata,2013-04-24,RS Mahanama,AS Pathania,CK Nandan,HDPK Dharmasena,S Ravi,Mumbai Indians,normal,DR Smith,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,160,0,5
802,IPL-2013,6,Chennai,2013-04-25,AJ Pycroft,K Srinivasan,C Shamshuddin,Aleem Dar,S Das,Chennai Super Kings,normal,MS Dhoni,bat,Sunrisers Hyderabad,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,20.0,160,0,5
803,IPL-2013,6,Kolkata,2013-04-26,RS Mahanama,AS Pathania,HDPK Dharmasena,CK Nandan,S Ravi,Kolkata Knight Riders,normal,JH Kallis,bat,Kings XI Punjab,0,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,150,0,6
804,IPL-2013,6,Jaipur,2013-04-27,RS Madugalle,Tapan Sharma,M Erasmus,VA Kulkarni,K Srinath,Rajasthan Royals,normal,JP Faulkner,bat,Sunrisers Hyderabad,0,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,20.0,145,0,8
805,IPL-2013,6,Mumbai,2013-04-27,J Srinath,RM Deshpande,AK Chaudhary,Asad Rauf,S Asnani,Mumbai Indians,normal,DR Smith,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,195,58,0
806,IPL-2013,6,Chennai,2013-04-28,AJ Pycroft,K Srinivasan,C Shamshuddin,Aleem Dar,SJA Taufel,Chennai Super Kings,normal,MEK Hussey,field,Kolkata Knight Riders,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,20.0,201,14,0
807,IPL-2013,6,Raipur,2013-04-28,RS Mahanama,VK Sharma,HDPK Dharmasena,CK Nandan,S Ravi,Delhi Daredevils,normal,DA Warner,field,Pune Warriors,0,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Pune Warriors,20.0,165,15,0
808,IPL-2013,6,Jaipur,2013-04-29,RS Madugalle,Tapan Sharma,VA Kulkarni,M Erasmus,K Srinath,Rajasthan Royals,normal,SV Samson,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,172,0,4
809,IPL-2013,6,Mumbai,2013-04-29,J Srinath,RM Deshpande,S Asnani,Asad Rauf,AK Chaudhary,Mumbai Indians,normal,RG Sharma,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,175,4,0
810,IPL-2013,6,Pune,2013-04-30,AJ Pycroft,PG Pathak,Aleem Dar,S Das,SJA Taufel,Chennai Super Kings,normal,MS Dhoni,bat,Chennai Super Kings,0,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,20.0,165,37,0
811,IPL-2013,6,Hyderabad,2013-05-01,J Srinath,A Nand Kishore,AK Chaudhary,Asad Rauf,S Asnani,Sunrisers Hyderabad,normal,I Sharma,bat,Mumbai Indians,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,20.0,130,0,7
812,IPL-2013,6,Raipur,2013-05-01,RS Mahanama,VK Sharma,S Ravi,HDPK Dharmasena,CK Nandan,Delhi Daredevils,normal,DA Warner,bat,Kolkata Knight Riders,0,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Kolkata Knight Riders,20.0,137,0,7
813,IPL-2013,6,Chennai,2013-05-02,Raju Mukherjee,K Srinivasan,NJ Llong,M Erasmus,VA Kulkarni,Chennai Super Kings,normal,SK Raina,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,20.0,187,15,0
814,IPL-2013,6,Pune,2013-05-02,AJ Pycroft,PG Pathak,Subroto Das,Aleem Dar,C Shamshuddin,Royal Challengers Bangalore,normal,AB de Villiers,bat,Royal Challengers Bangalore,0,Subrata Roy Sahara Stadium,Pune Warriors,Royal Challengers Bangalore,20.0,188,17,0
815,IPL-2013,6,Kolkata,2013-05-03,RS Mahanama,AS Pathania,S Ravi,HDPK Dharmasena,CK Nandan,Kolkata Knight Riders,normal,YK Pathan,bat,Rajasthan Royals,0,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,133,0,8
816,IPL-2013,6,Hyderabad,2013-05-04,J Srinath,A Nand Kishore,AK Chaudhary,Asad Rauf,S Asnani,Sunrisers Hyderabad,normal,DJG Sammy,bat,Delhi Daredevils,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,20.0,81,0,6
817,IPL-2013,6,Bangalore,2013-05-14,RS Mahanama,KN Ananthapadmanabhan,CK Nandan,HDPK Dharmasena,S Ravi,Kings XI Punjab,normal,AC Gilchrist,field,Kings XI Punjab,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,175,0,7
818,IPL-2013,6,Mumbai,2013-05-05,RS Mahanama,RM Deshpande,S Ravi,HDPK Dharmasena,CK Nandan,Mumbai Indians,normal,MG Johnson,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,140,60,0
819,IPL-2013,6,Jaipur,2013-05-05,AJ Pycroft,Tapan Sharma,Aleem Dar,C Shamshuddin,RJ Tucker,Rajasthan Royals,normal,AM Rahane,bat,Pune Warriors,0,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,20.0,179,0,5
820,IPL-2013,6,Bangalore,2013-04-09,DC Boon,KN Ananthapadmanabhan,CK Nandan,S Ravi,SJA Taufel,Royal Challengers Bangalore,normal,V Kohli,bat,Sunrisers Hyderabad,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,162,0,7
821,IPL-2013,6,Jaipur,2013-05-07,AJ Pycroft,Tapan Sharma,C Shamshuddin,Aleem Dar,RJ Tucker,Rajasthan Royals,normal,AM Rahane,bat,Delhi Daredevils,0,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,20.0,155,0,9
822,IPL-2013,6,Mumbai,2013-05-07,RS Mahanama,RM Deshpande,CK Nandan,HDPK Dharmasena,S Ravi,Mumbai Indians,normal,SR Tendulkar,bat,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,171,65,0
823,IPL-2013,6,Hyderabad,2013-05-08,Raju Mukherjee,A Nand Kishore,K Srinath,S Das,NJ Llong,Chennai Super Kings,normal,SK Raina,field,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,20.0,224,77,0
824,IPL-2013,6,Chandigarh,2013-05-09,RS Mahanama,Nitin Menon,CK Nandan,HDPK Dharmasena,S Ravi,Rajasthan Royals,normal,KK Cooper,field,Rajasthan Royals,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,146,0,8
825,IPL-2013,6,Pune,2013-05-09,J Srinath,PG Pathak,SJA Taufel,Asad Rauf,S Asnani,Kolkata Knight Riders,normal,G Gambhir,bat,Kolkata Knight Riders,0,Subrata Roy Sahara Stadium,Pune Warriors,Kolkata Knight Riders,20.0,153,46,0
826,IPL-2013,6,Delhi,2013-05-10,RS Madugalle,K Bharatan,VA Kulkarni,NJ Llong,K Srinath,Royal Challengers Bangalore,normal,JD Unadkat,field,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,20.0,184,4,0
827,IPL-2013,6,Pune,2013-05-11,J Srinath,RM Deshpande,S Asnani,Asad Rauf,AK Chaudhary,Mumbai Indians,normal,MG Johnson,bat,Pune Warriors,0,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,20.0,113,0,5
828,IPL-2013,6,Chandigarh,2013-05-11,AJ Pycroft,Nitin Menon,C Shamshuddin,S Das,RJ Tucker,Sunrisers Hyderabad,normal,PA Patel,field,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,20.0,151,30,0
829,IPL-2013,6,Ranchi,2013-05-12,RS Madugalle,PK Khakhar,VA Kulkarni,NJ Llong,K Srinath,Kolkata Knight Riders,normal,JH Kallis,field,Kolkata Knight Riders,0,JSCA International Stadium Complex,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,116,0,5
830,IPL-2013,6,Jaipur,2013-05-12,RS Mahanama,Tapan Sharma,S Ravi,HDPK Dharmasena,CK Nandan,Rajasthan Royals,normal,SR Watson,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,20.0,142,0,5
831,IPL-2013,6,Delhi,2013-04-23,RS Madugalle,K Bharatan,M Erasmus,VA Kulkarni,K Srinath,Kings XI Punjab,normal,Harmeet Singh,field,Kings XI Punjab,0,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,121,0,5
832,IPL-2013,6,Mumbai,2013-05-13,RR Jadeja,RM Deshpande,Asad Rauf,AK Chaudhary,SJA Taufel,Mumbai Indians,normal,KA Pollard,bat,Sunrisers Hyderabad,0,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,179,0,7
833,IPL-2013,6,Ranchi,2013-05-15,RS Madugalle,PK Khakhar,VA Kulkarni,NJ Llong,K Srinath,Pune Warriors,normal,MK Pandey,field,Kolkata Knight Riders,0,JSCA International Stadium Complex,Kolkata Knight Riders,Pune Warriors,20.0,171,7,0
834,IPL-2013,6,Chennai,2013-05-14,AJ Pycroft,K Srinivasan,S Das,C Shamshuddin,RJ Tucker,Chennai Super Kings,normal,MS Dhoni,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,20.0,169,33,0
835,IPL-2013,6,Mumbai,2013-05-15,RR Jadeja,PG Pathak,AK Chaudhary,Asad Rauf,S Asnani,Mumbai Indians,normal,AP Tare,field,Rajasthan Royals,0,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,167,14,0
836,IPL-2013,6,Chandigarh,2013-05-06,RR Jadeja,Nitin Menon,K Srinath,VA Kulkarni,NJ Llong,Kings XI Punjab,normal,DA Miller,field,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,20.0,191,0,6
837,IPL-2013,6,Hyderabad,2013-05-17,J Srinath,A Nand Kishore,S Asnani,Asad Rauf,AK Chaudhary,Sunrisers Hyderabad,normal,A Mishra,bat,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Rajasthan Royals,20.0,137,23,0
838,IPL-2013,6,Dharamsala,2013-05-18,RS Mahanama,,S Ravi,HDPK Dharmasena,CK Nandan,Kings XI Punjab,normal,Azhar Mahmood,field,Mumbai Indians,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Mumbai Indians,20.0,184,50,0
839,IPL-2013,6,Pune,2013-05-19,RS Madugalle,PG Pathak,VA Kulkarni,NJ Llong,SJA Taufel,Pune Warriors,normal,LJ Wright,bat,Pune Warriors,0,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,20.0,173,38,0
840,IPL-2013,6,Bangalore,2013-05-18,AJ Pycroft,KN Ananthapadmanabhan,S Das,C Shamshuddin,RJ Tucker,Royal Challengers Bangalore,normal,V Kohli,field,Chennai Super Kings,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,8.0,107,24,0
841,IPL-2013,6,Hyderabad,2013-05-19,Raju Mukherjee,A Nand Kishore,AK Chaudhary,Asad Rauf,S Asnani,Sunrisers Hyderabad,normal,PA Patel,bat,Kolkata Knight Riders,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,20.0,131,0,5
842,IPL-2013,6,Delhi,2013-05-21,RS Mahanama,CK Nandan,S Ravi,NJ Llong,RJ Tucker,Chennai Super Kings,normal,MEK Hussey,bat,Chennai Super Kings,0,Feroz Shah Kotla,Chennai Super Kings,Mumbai Indians,20.0,193,48,0
843,IPL-2013,6,Delhi,2013-05-22,RS Mahanama,CK Nandan,NJ Llong,S Ravi,RJ Tucker,Rajasthan Royals,normal,BJ Hodge,bat,Sunrisers Hyderabad,0,Feroz Shah Kotla,Rajasthan Royals,Sunrisers Hyderabad,20.0,133,0,4
844,IPL-2013,6,Kolkata,2013-05-24,RS Madugalle,K Srinath,HDPK Dharmasena,C Shamshuddin,SJA Taufel,Mumbai Indians,normal,Harbhajan Singh,bat,Rajasthan Royals,0,Eden Gardens,Mumbai Indians,Rajasthan Royals,20.0,166,0,4
845,IPL-2013,6,Kolkata,2013-05-26,RS Madugalle,K Srinath,C Shamshuddin,HDPK Dharmasena,SJA Taufel,Mumbai Indians,normal,KA Pollard,bat,Mumbai Indians,0,Eden Gardens,Chennai Super Kings,Mumbai Indians,20.0,149,23,0
846,IPL-2014,6,Abu Dhabi,2014-04-16,AJ Pycroft,K Srinath,BF Bowden,M Erasmus,RK Illingworth,Kolkata Knight Riders,normal,JH Kallis,bat,Kolkata Knight Riders,0,Sheikh Zayed Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,164,41,0
847,IPL-2014,6,,2014-04-17,GF Labrooy,K Bharatan,VA Kulkarni,Aleem Dar,S Ravi,Royal Challengers Bangalore,normal,YS Chahal,field,Royal Challengers Bangalore,0,Sharjah Cricket Stadium,Delhi Daredevils,Royal Challengers Bangalore,20.0,146,0,8
848,IPL-2014,6,Abu Dhabi,2014-04-18,AJ Pycroft,K Srinath,BF Bowden,RK Illingworth,C Shamshuddin,Kings XI Punjab,normal,GJ Maxwell,bat,Chennai Super Kings,0,Sheikh Zayed Stadium,Chennai Super Kings,Kings XI Punjab,20.0,206,0,6
849,IPL-2014,6,Abu Dhabi,2014-04-18,AJ Pycroft,K Srinath,C Shamshuddin,BF Bowden,RK Illingworth,Rajasthan Royals,normal,AM Rahane,field,Rajasthan Royals,0,Sheikh Zayed Stadium,Sunrisers Hyderabad,Rajasthan Royals,20.0,134,0,4
850,IPL-2014,6,,2014-04-19,GF Labrooy,K Srinivasan,VA Kulkarni,Aleem Dar,AK Chaudhary,Royal Challengers Bangalore,normal,PA Patel,field,Royal Challengers Bangalore,0,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,116,0,7
851,IPL-2014,6,,2014-04-19,GF Labrooy,K Srinivasan,AK Chaudhary,Aleem Dar,VA Kulkarni,Delhi Daredevils,normal,JP Duminy,bat,Kolkata Knight Riders,0,Dubai International Cricket Stadium,Kolkata Knight Riders,Delhi Daredevils,20.0,167,0,4
852,IPL-2014,6,,2014-04-20,AJ Pycroft,K Bharatan,S Ravi,BF Bowden,M Erasmus,Kings XI Punjab,normal,GJ Maxwell,field,Kings XI Punjab,0,Sharjah Cricket Stadium,Rajasthan Royals,Kings XI Punjab,20.0,192,0,7
853,IPL-2014,6,Abu Dhabi,2014-04-21,GF Labrooy,K Srinath,HDPK Dharmasena,RK Illingworth,C Shamshuddin,Chennai Super Kings,normal,SK Raina,bat,Chennai Super Kings,0,Sheikh Zayed Stadium,Chennai Super Kings,Delhi Daredevils,20.0,178,93,0
854,IPL-2014,6,,2014-04-22,AJ Pycroft,K Bharatan,BF Bowden,M Erasmus,S Ravi,Kings XI Punjab,normal,GJ Maxwell,field,Sunrisers Hyderabad,0,Sharjah Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad,20.0,194,72,0
855,IPL-2014,6,,2014-04-23,GF Labrooy,K Srinivasan,C Shamshuddin,HDPK Dharmasena,RK Illingworth,Chennai Super Kings,normal,RA Jadeja,field,Rajasthan Royals,0,Dubai International Cricket Stadium,Rajasthan Royals,Chennai Super Kings,20.0,141,7,0
856,IPL-2014,6,,2014-04-24,AJ Pycroft,K Bharatan,AK Chaudhary,Aleem Dar,VA Kulkarni,Kolkata Knight Riders,normal,CA Lynn,field,Royal Challengers Bangalore,0,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,151,2,0
857,IPL-2014,6,,2014-04-25,GF Labrooy,K Srinivasan,BF Bowden,M Erasmus,S Ravi,Sunrisers Hyderabad,normal,AJ Finch,bat,Sunrisers Hyderabad,0,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Daredevils,20.0,185,4,0
858,IPL-2014,6,,2014-04-25,GF Labrooy,K Srinivasan,S Ravi,BF Bowden,M Erasmus,Chennai Super Kings,normal,MM Sharma,bat,Mumbai Indians,0,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians,20.0,142,0,7
859,IPL-2014,6,Abu Dhabi,2014-04-26,AJ Pycroft,K Srinath,RK Illingworth,HDPK Dharmasena,C Shamshuddin,Rajasthan Royals,normal,PV Tambe,field,Rajasthan Royals,0,Sheikh Zayed Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,71,0,6
860,IPL-2014,6,Abu Dhabi,2014-04-26,AJ Pycroft,K Srinath,C Shamshuddin,HDPK Dharmasena,RK Illingworth,Kings XI Punjab,normal,Sandeep Sharma,field,Kolkata Knight Riders,0,Sheikh Zayed Stadium,Kolkata Knight Riders,Kings XI Punjab,20.0,133,23,0
861,IPL-2014,6,,2014-04-27,GF Labrooy,K Bharatan,AK Chaudhary,Aleem Dar,VA Kulkarni,Delhi Daredevils,normal,M Vijay,bat,Mumbai Indians,0,Sharjah Cricket Stadium,Delhi Daredevils,Mumbai Indians,20.0,126,0,6
862,IPL-2014,6,,2014-04-27,GF Labrooy,K Bharatan,Aleem Dar,AK Chaudhary,VA Kulkarni,Chennai Super Kings,normal,DR Smith,bat,Sunrisers Hyderabad,0,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,146,0,5
863,IPL-2014,6,,2014-04-28,AJ Pycroft,K Srinivasan,M Erasmus,BF Bowden,S Ravi,Kings XI Punjab,normal,Sandeep Sharma,field,Kings XI Punjab,0,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,125,0,5
864,IPL-2014,6,Abu Dhabi,2014-04-29,GF Labrooy,K Srinath,VA Kulkarni,Aleem Dar,AK Chaudhary,,tie,JP Faulkner,bat,Rajasthan Royals,0,Sheikh Zayed Stadium,Kolkata Knight Riders,Rajasthan Royals,20.0,153,0,0
865,IPL-2014,6,,2014-04-30,AJ Pycroft,K Srinivasan,S Ravi,HDPK Dharmasena,M Erasmus,Sunrisers Hyderabad,normal,B Kumar,field,Mumbai Indians,0,Dubai International Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,173,15,0
866,IPL-2014,6,Ranchi,2014-05-02,J Srinath,AY Dandekar,CK Nandan,AK Chaudhary,NJ Llong,Chennai Super Kings,normal,RA Jadeja,bat,Chennai Super Kings,0,JSCA International Stadium Complex,Chennai Super Kings,Kolkata Knight Riders,17.0,149,34,0
867,IPL-2014,6,Mumbai,2014-05-03,RS Madugalle,R Pandit,RM Deshpande,BNJ Oxenford,C Shamshuddin,Mumbai Indians,normal,CJ Anderson,bat,Kings XI Punjab,0,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,169,0,5
868,IPL-2014,6,Delhi,2014-05-03,AJ Pycroft,Navdeep Singh,K Srinath,SS Hazare,S Ravi,Rajasthan Royals,normal,KK Nair,field,Rajasthan Royals,0,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,20.0,153,0,7
869,IPL-2014,6,Bangalore,2014-05-04,RS Mahanama,J Madanagopal,PG Pathak,HDPK Dharmasena,VA Kulkarni,Royal Challengers Bangalore,normal,AB de Villiers,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,156,0,4
870,IPL-2014,6,Ahmedabad,2014-05-05,RS Madugalle,Nitin Menon,AK Chaudhary,NJ Llong,CK Nandan,Rajasthan Royals,normal,PV Tambe,field,Kolkata Knight Riders,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kolkata Knight Riders,20.0,171,10,0
871,IPL-2014,6,Delhi,2014-05-05,J Srinath,Navdeep Singh,C Shamshuddin,RM Deshpande,BNJ Oxenford,Chennai Super Kings,normal,DR Smith,field,Chennai Super Kings,0,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,20.0,179,0,8
872,IPL-2014,6,Mumbai,2014-05-06,AJ Pycroft,R Pandit,SS Hazare,S Ravi,K Srinath,Mumbai Indians,normal,RG Sharma,field,Royal Challengers Bangalore,0,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,188,19,0
873,IPL-2014,6,Delhi,2014-05-07,J Srinath,Navdeep Singh,RM Deshpande,BNJ Oxenford,C Shamshuddin,Kolkata Knight Riders,normal,G Gambhir,bat,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,20.0,161,0,8
874,IPL-2014,6,Cuttack,2014-05-07,RS Mahanama,UV Gandhe,VA Kulkarni,HDPK Dharmasena,PG Pathak,Kings XI Punjab,normal,GJ Maxwell,field,Chennai Super Kings,0,Barabati Stadium,Kings XI Punjab,Chennai Super Kings,20.0,232,44,0
875,IPL-2014,6,Ahmedabad,2014-05-08,RS Madugalle,Nitin Menon,CK Nandan,AK Chaudhary,NJ Llong,Sunrisers Hyderabad,normal,B Kumar,field,Rajasthan Royals,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Sunrisers Hyderabad,20.0,135,32,0
876,IPL-2014,6,Bangalore,2014-05-09,AJ Pycroft,KN Ananthapadmanabhan,K Srinivasan,S Ravi,K Srinath,Kings XI Punjab,normal,Sandeep Sharma,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,199,32,0
877,IPL-2014,6,Delhi,2014-05-10,J Srinath,Navdeep Singh,C Shamshuddin,RM Deshpande,BNJ Oxenford,Sunrisers Hyderabad,normal,DW Steyn,field,Sunrisers Hyderabad,1,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,5.0,43,0,8
878,IPL-2014,6,Mumbai,2014-05-10,RS Mahanama,R Pandit,PG Pathak,HDPK Dharmasena,VA Kulkarni,Chennai Super Kings,normal,DR Smith,field,Chennai Super Kings,0,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,158,0,4
879,IPL-2014,6,Cuttack,2014-05-11,RS Madugalle,UV Gandhe,AK Chaudhary,NJ Llong,CK Nandan,Kolkata Knight Riders,normal,G Gambhir,field,Kolkata Knight Riders,0,Barabati Stadium,Kings XI Punjab,Kolkata Knight Riders,20.0,150,0,9
880,IPL-2014,6,Bangalore,2014-05-11,AJ Pycroft,KN Ananthapadmanabhan,K Srinath,S Ravi,RJ Tucker,Rajasthan Royals,normal,JP Faulkner,bat,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,20.0,191,0,5
881,IPL-2014,6,Hyderabad,2014-05-12,RS Mahanama,A Nand Kishore,PG Pathak,HDPK Dharmasena,VA Kulkarni,Mumbai Indians,normal,AT Rayudu,bat,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,20.0,158,0,7
882,IPL-2014,6,Ranchi,2014-05-13,J Srinath,AY Dandekar,RM Deshpande,BNJ Oxenford,C Shamshuddin,Chennai Super Kings,normal,RA Jadeja,bat,Rajasthan Royals,0,JSCA International Stadium Complex,Chennai Super Kings,Rajasthan Royals,20.0,149,0,5
883,IPL-2014,6,Bangalore,2014-05-13,AJ Pycroft,KN Ananthapadmanabhan,S Ravi,K Srinath,RJ Tucker,Royal Challengers Bangalore,normal,Yuvraj Singh,field,Delhi Daredevils,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,187,16,0
884,IPL-2014,6,Hyderabad,2014-05-14,RS Mahanama,A Nand Kishore,HDPK Dharmasena,VA Kulkarni,PG Pathak,Kings XI Punjab,normal,WP Saha,field,Kings XI Punjab,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,20.0,206,0,6
885,IPL-2014,6,Cuttack,2014-05-14,RS Madugalle,R Pandit,CK Nandan,AK Chaudhary,NJ Llong,Kolkata Knight Riders,normal,RV Uthappa,field,Kolkata Knight Riders,0,Barabati Stadium,Kolkata Knight Riders,Mumbai Indians,20.0,142,0,6
886,IPL-2014,6,Ahmedabad,2014-05-15,AJ Pycroft,KN Ananthapadmanabhan,K Srinath,S Ravi,RJ Tucker,Rajasthan Royals,normal,AM Rahane,field,Delhi Daredevils,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Delhi Daredevils,20.0,202,62,0
887,IPL-2014,6,Ranchi,2014-05-18,J Srinath,J Madanagopal,RM Deshpande,BNJ Oxenford,C Shamshuddin,Royal Challengers Bangalore,normal,AB de Villiers,bat,Chennai Super Kings,0,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bangalore,20.0,139,0,5
888,IPL-2014,6,Hyderabad,2014-05-18,RS Madugalle,A Nand Kishore,AK Chaudhary,NJ Llong,CK Nandan,Kolkata Knight Riders,normal,UT Yadav,bat,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,20.0,143,0,7
889,IPL-2014,6,Ahmedabad,2014-05-19,AJ Pycroft,KN Ananthapadmanabhan,K Srinath,S Ravi,RJ Tucker,Mumbai Indians,normal,MEK Hussey,bat,Mumbai Indians,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Mumbai Indians,20.0,179,25,0
890,IPL-2014,6,Delhi,2014-05-19,RS Mahanama,Navdeep Singh,VA Kulkarni,HDPK Dharmasena,PG Pathak,Kings XI Punjab,normal,AR Patel,field,Kings XI Punjab,0,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,165,0,4
891,IPL-2014,6,Hyderabad,2014-05-20,RS Madugalle,A Nand Kishore,CK Nandan,AK Chaudhary,NJ Llong,Sunrisers Hyderabad,normal,DA Warner,bat,Royal Challengers Bangalore,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,20.0,161,0,7
892,IPL-2014,6,Kolkata,2014-05-20,J Srinath,Nitin Menon,BNJ Oxenford,RM Deshpande,C Shamshuddin,Kolkata Knight Riders,normal,RV Uthappa,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,20.0,155,0,8
893,IPL-2014,6,Chandigarh,2014-05-21,RS Mahanama,UV Gandhe,PG Pathak,HDPK Dharmasena,VA Kulkarni,Mumbai Indians,normal,LMP Simmons,field,Mumbai Indians,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,20.0,157,0,7
894,IPL-2014,6,Kolkata,2014-05-22,RS Madugalle,Nitin Menon,NJ Llong,AK Chaudhary,CK Nandan,Kolkata Knight Riders,normal,RV Uthappa,field,Royal Challengers Bangalore,0,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,196,30,0
